,stationarity,autocorr_min,lag_min,entropy,linear_trend_slopes,linear_trend_intercepts,linear_trend_rvalues,linear_trend_pvalues,linear_trend_stderr,linear_trend_intercept_stderr
bjt7,0.0,-0.3656720711789123,636.0,0.28220116733496803,3.6003294209269443,330.9253989045408,0.9166934429032851,0.0,0.04997992254785106,1.1134089745520412
bjt8,0.0,-0.371226231252877,638.0,0.28306531389200495,3.5540146315237355,328.8842745902104,0.918117732955172,0.0,0.048855665966777366,1.088363770332923
bjt9,0.0,-0.37524922599031507,639.0,0.2934303471310762,3.4166302030819233,327.89345071964,0.9201571182862871,0.0,0.04630032218009225,1.0314380577643
bjt10,0.0,-0.38650207651943647,638.0,0.32303023381528506,3.361740997774834,324.93638325971114,0.9262201604594906,0.0,0.04357459692928755,0.9707167360474949
bjt11,0.0,-0.3807428232305716,622.0,0.37443164185687605,3.3199416491876055,322.2910787128925,0.9112466916043219,0.0,0.047786660045395404,1.0645493919577582
bjt12,0.0,-0.3515943556783516,622.0,0.3317791055099215,3.2193007883196167,322.6518364637369,0.8696263031515213,1.6951129638403175e-304,0.058205339431315305,1.2966476134017275
bjt13,0.0,-0.3402789120256065,615.0,0.3103507228628346,3.156089067581068,322.35623802147006,0.8366261563004975,5.538532363512595e-260,0.06580834986774595,1.4660208261238965
bjt14,0.0,-0.3570289117965601,631.0,0.3509024104965346,3.256556414529796,318.993644450429,0.8498790846189708,1.4539407476272976e-276,0.06430656028980535,1.4325652721988797
bjt15,0.0,-0.37394728451899156,631.0,0.380809246069326,3.385099789378689,314.8369755391817,0.8723184162436356,1.170867383267456e-308,0.06042434648444399,1.3460807105655401
bjt16,0.0,-0.38405426151778566,631.0,0.3856717685755435,3.5386884326969175,311.35424987211604,0.9039900407220178,0.0,0.0533004286898316,1.1873803044394915
bjt17,0.0,-0.38541489742554186,628.0,0.3514287126233804,3.6452357800548776,308.19417001824644,0.92498221808198,0.0,0.047692408333787545,1.0624497348110187
bjt18,0.0,-0.3808016247906754,628.0,0.3090505169382197,3.741243674410094,304.99154281817397,0.932729362436619,0.0,0.04605960228949474,1.0260755107077724
bjt19,0.0,-0.37513048900632645,627.0,0.3037228925769756,3.7644349822580803,302.41835216819436,0.9336028312676957,0.0,0.046010568576920645,1.0249831805709393
bjt20,0.0,-0.3692596665678947,713.0,0.2722312262707919,3.7274568034531605,300.1709201086034,0.9259648022406327,0.0,0.04840865057308871,1.0784055525982046
bjt21,0.0,-0.36370671717798003,713.0,0.24785656198274175,3.6889078632919077,297.7460010979755,0.9139665698457221,0.0,0.052159069253115455,1.1619540977699485
bjt22,0.0,-0.3637749200557896,713.0,0.283220548990902,3.648925025701499,295.0240965281707,0.9159958183074621,0.0,0.05089565674451904,1.1338088995798996
bjt23,0.0,-0.3716533287586767,716.0,0.3209329859808576,3.67411582398664,291.2402479932558,0.9317806743895551,0.0,0.04558619104945697,1.0155292694084344
bjt24,0.0,-0.3813335756479843,606.0,0.357521597351637,3.7515163826264493,287.1332681018821,0.9317606425012663,0.0,0.04655412295276415,1.0370920092639364
bjt25,0.0,-0.3871525172084161,600.0,0.32856304657352764,3.8807327533088984,282.8948927217921,0.930978784028654,0.0,0.048463586301085174,1.0796293626694635
bjt26,0.0,-0.3937655328793278,600.0,0.3127699378421458,4.011099708644647,278.89719827107444,0.9354528142470049,0.0,0.04826508377846384,1.0752072971901463
bjt27,0.0,-0.39678744899324614,597.0,0.31636568975739754,4.131099318829396,275.09679758585787,0.9372994460377814,0.0,0.04891959856465517,1.0897880047977808
bjt28,0.0,-0.4017280346586879,593.0,0.28607134572631543,4.198930828319961,272.28587404754705,0.9391012550879116,0.0,0.048931919958437715,1.0900624900253908
bjt29,0.0,-0.4008161558163462,597.0,0.27706584848521265,4.1987515628472565,270.8564449590276,0.9396477668266248,0.0,0.04868831477429406,1.0846356669243091
bjt30,0.0,-0.38667282039090656,638.0,0.2562715638068742,4.053079329680787,273.0689358465415,0.9276694970282325,0.0,0.05195536499703378,1.1574161526249027
bjt31,0.0,-0.3791884006809065,593.0,0.25245063251145594,3.896883237334944,275.0461596990866,0.9160490657246985,0.0,0.05433457564284278,1.210418125224146
bjt32,0.0,-0.3816172645003771,590.0,0.24258569238418215,3.762966366593016,276.1947439650809,0.9090623176159752,0.0,0.05492628383918891,1.223599682588446
bjt33,0.0,-0.3796778284521201,578.0,0.24522533266248325,3.6088636801387386,277.77740757780805,0.9030914526174906,0.0,0.054652641754190996,1.217503723696951
bjt34,0.0,-0.37452434154555314,578.0,0.30434883074914754,3.4626721213910616,279.38060161109377,0.8968240528291055,0.0,0.05439618243670121,1.2117905474624893
bjt35,0.0,-0.35406045112596235,578.0,0.26906830043837215,3.3470987467844395,280.98261793540735,0.8656948975663341,1.384892103050938e-298,0.06163562129003137,1.373064430636306
bjt36,0.0,-0.35464088205175875,576.0,0.28516475217223936,3.2765276840100714,281.0859648259718,0.8538712022344027,7.100895340913486e-282,0.06360491876621853,1.4169347163785504
bjt37,0.0,-0.36318220672548057,578.0,0.33923557460024134,3.257665388398023,280.0754026296354,0.8483714309913049,1.3436442384854607e-274,0.06473916935456532,1.4422025583454352
bjt38,0.0,-0.3617962463630561,576.0,0.33417904887957717,3.257606156132564,278.33990725742683,0.8380617338660173,1.0477355371860777e-261,0.06753655407423383,1.5045202469967471
bjt39,0.0,-0.3672216119019565,576.0,0.34130178508636844,3.2899099942749532,274.79994080930976,0.831080666693663,1.7610097848024162e-253,0.07011255562951126,1.561906155255407
bjt40,0.0,-0.35534562819369325,576.0,0.2990448802292148,3.326912310660918,271.1090116129839,0.8059192542722844,1.0616660075626074e-226,0.07783084673669574,1.7338474898726592
bjt41,1.0,-0.34532869181109427,573.0,0.23441724902478656,3.3355791798058165,268.4033142526039,0.77181502408868,4.196194362455616e-196,0.08751294152431016,1.9495367242581763
bjt42,1.0,-0.33019473308825337,573.0,0.21001078944044127,3.3233560782369205,266.33026523409495,0.7393606701007691,1.4304156356334182e-171,0.09638220810048975,2.1471184830966044
bjt43,1.0,-0.3268205292990973,573.0,0.20237376625014625,3.2959457966860084,264.80212479600345,0.7349020825131041,1.7384480050725803e-168,0.09686185179807698,2.1578035656308887
bjt44,1.0,-0.32013923632234903,570.0,0.18293832758745632,3.2536014046492814,263.4778029164539,0.7263789458055121,9.250334454288102e-163,0.09804048774137293,2.1840601856914525
bjt45,0.0,-0.31768489706872477,573.0,0.18109374333658668,3.1260422315722214,265.0334242133018,0.722776343685603,2.097324813441386e-160,0.09518796604730548,2.120514203777648
bjt46,0.0,-0.31678628252499397,573.0,0.19850972259356214,2.931872463624928,268.35511563515837,0.7139386129457971,8.808031485825904e-155,0.091574171366358,2.0400092484907906
bjt47,0.0,-0.31392156521003056,573.0,0.19664470905102827,2.7520827362539264,271.35131211044427,0.6891613364017591,4.243512464162856e-140,0.09215209366661332,2.0528836957267176
bjt48,0.0,-0.30744306376431607,573.0,0.18854922240453553,2.633763313529894,272.77873090085683,0.6764187554163004,4.135436177648345e-133,0.09132834160129792,2.0345328681228967
bjt49,0.0,-0.3041942048971617,573.0,0.19259238175603177,2.5757368982971665,272.86917582655605,0.666868584269492,4.238004188676657e-128,0.09166029683392585,2.0419278762844955
bjt50,0.0,-0.30113555917186147,573.0,0.19637188437636177,2.577743416950936,272.3923482393283,0.6580087520951711,1.2935365206624094e-123,0.09394430635577589,2.09280904155952
bjt51,0.0,-0.28693198742182585,576.0,0.18667214792586573,2.5758684436884147,272.32332631399987,0.6511174513997869,3.133598668189593e-120,0.09562126672116565,2.1301668969864753
bjt52,0.0,-0.2805880719476142,651.0,0.18672591313404496,2.5524350492718635,273.2597167970922,0.6412918015394113,1.4834418928020858e-115,0.09725772482675014,2.1666224785150736
bjt53,0.0,-0.2867453036642706,543.0,0.1857039449608593,2.5089151757778207,273.8666874254557,0.6384583711401478,3.0748741747369146e-114,0.09631896259177045,2.1457095550027128
bjt54,0.0,-0.3069267556945939,553.0,0.19580144255965393,2.5208400283850256,273.6227044008891,0.6569792278993571,4.198002018160302e-123,0.09212424307991487,2.0522632647297128
bjt55,0.0,-0.32301845728571016,553.0,0.21676653814411462,2.5523184075514824,273.1456770828589,0.6731221796093644,2.3304070327858756e-131,0.08930156073566851,1.9893820177372918
bjt56,0.0,-0.33771529740274386,576.0,0.25483759840877473,2.584224359289908,271.61723652093247,0.6884910356056558,1.0101265342622434e-139,0.08669182040017542,1.9312445064595078
bjt57,0.0,-0.34879290481189873,579.0,0.2416088501490482,2.582870742546891,270.69712249015885,0.6908512626000689,4.7158314899932294e-141,0.08608274382319903,1.9176760315114785
bjt58,0.0,-0.3512494284674796,577.0,0.24747365319548187,2.5807286805085075,270.31175086619504,0.6900096464909978,1.4111523677955073e-140,0.08621193840955915,1.9205541154416643
bjt59,0.0,-0.3428541895503048,576.0,0.2336154548054542,2.5761060115866004,270.1625867909815,0.6871601451507612,5.6128909631901944e-139,0.08673742053133941,1.932260346274588
bjt60,0.0,-0.3371315634185577,626.0,0.23639894004887974,2.6005841268716363,269.02296458440514,0.6911528099890883,3.1813065179141e-141,0.08660074434546502,1.9292155938179512
bjt61,0.0,-0.33979199005834626,623.0,0.23131430420317578,2.6497146345753095,266.7191883463139,0.7075922618415176,7.121633601909568e-151,0.08426827266223201,1.8772548309233357
bjt62,0.0,-0.3265172767158761,620.0,0.22493033544603136,2.6375771117674622,265.1524661287102,0.6982261394668056,2.6993835615317997e-145,0.08612102192430193,1.9185287575487384
bjt63,0.0,-0.30654798762593505,614.0,0.2263732150263862,2.635632437074445,264.26143766474314,0.6825164462209826,2.0738980950034133e-136,0.0898821683756327,2.002316286621176
bjt64,0.0,-0.29328954252758016,613.0,0.22193870556384054,2.640651511148407,264.51516255789994,0.6699603092336357,1.0606166120375379e-129,0.09318794170544227,2.0759594118125135
bjt65,0.0,-0.27543392217773793,597.0,0.2002745281753755,2.61679599300108,266.09143487741744,0.6553226785496956,2.7635912951056517e-122,0.09605586740237654,2.13984855062136
bjt66,0.0,-0.25598005770377125,596.0,0.17746588991125578,2.5995272941683107,268.2312070679855,0.6386905954547114,2.4012939638136583e-114,0.09973636057466438,2.22183935652706
bjt67,1.0,-0.24579594190292842,608.0,0.17039986193276713,2.606843768674989,270.04407965299436,0.6330115297743134,9.553638371965041e-112,0.10152798381506568,2.261751571136216
bjt68,1.0,-0.24489480247303236,608.0,0.1410018763030645,2.6327501926893317,271.6116125456113,0.6383636126548625,3.4010865298582205e-114,0.1010983994159388,2.252181665843596
bjt69,0.0,-0.24399817178559335,608.0,0.1548985929062684,2.6991911659263015,271.9799223822368,0.6543445348978313,8.361970951896831e-122,0.0993398274558033,2.2130057387313475
bjt70,1.0,-0.26126736008364526,707.0,0.18600929351531403,2.8691267606270014,269.8072157846655,0.7147934719098239,2.572372526823654e-155,0.0893956410241992,1.991477856070739
bjt71,0.0,-0.31294541205063287,707.0,0.2458024890107391,3.1261992734756134,265.4050625044169,0.8073823808066362,3.787763098782063e-228,0.07275652699802618,1.6208062355295354
bjt72,0.0,-0.3497246450337254,707.0,0.3101767311267045,3.3938769114486584,260.1650222100923,0.8819320244916152,0.0,0.05776842692764183,1.286914459009215
bjt73,0.0,-0.3710741237532647,630.0,0.36415635432605,3.629902245355118,255.203808704864,0.9202586093901785,0.0,0.04915507305116358,1.095033699332531
bjt74,0.0,-0.3730904008939315,630.0,0.3424341694730024,3.7585215879530662,253.5599667475641,0.9265574398567156,0.0,0.04859271095538219,1.0825058887143486
bjt75,0.0,-0.3752170994045097,630.0,0.38395737045478917,3.7202022088441957,255.12289350325582,0.9316322926400461,0.0,0.04621375864380342,1.029509671059005
bjt76,0.0,-0.37219452447344226,629.0,0.3787481568000084,3.679836106420655,256.8715335240177,0.9286223494128738,0.0,0.04682260898817398,1.0430731061950291
bjt77,0.0,-0.36623803690603807,629.0,0.39107459548903023,3.5974280219306944,258.65122070273276,0.9252491606683161,0.0,0.046972801650800096,1.0464189668917856
bjt78,0.0,-0.36247892767287737,629.0,0.36458972533001166,3.5661097678556093,258.64344308890776,0.9167264947262758,0.0,0.049493704642952115,1.102577437580689
bjt79,0.0,-0.36508969658660406,630.0,0.39230704266556216,3.5087446812111485,259.3770470003878,0.9116249920393922,0.0,0.050380580804741774,1.1223344885626603
bjt80,0.0,-0.36475336419463944,627.0,0.3890097611231673,3.4325455446099475,260.89173054621597,0.9048082809189786,0.0,0.05144539479874812,1.1460554828483196
bjt81,0.0,-0.3628788859568803,597.0,0.3795174533261041,3.377823858444295,262.1008274704179,0.9016384460249787,0.0,0.051599178198379954,1.149481334841653
bjt82,0.0,-0.357704722077156,597.0,0.35212851742204054,3.306787357700527,263.97904648800727,0.884111930555031,0.0,0.055658727601765476,1.2399164237323852
bjt83,0.0,-0.3570631286998092,597.0,0.37922828400708664,3.2174878902043833,265.4678903893313,0.8708917541662557,1.927922734905034e-306,0.05782499523616668,1.2881746382807313
bjt84,0.0,-0.3621218067996925,587.0,0.34309830084945536,3.136214608772308,267.17986506776606,0.8600496561930056,2.046340432475849e-290,0.05925063968461076,1.3199338976492951
bjt85,0.0,-0.35753380166623183,574.0,0.32723442427653815,2.951175572198996,271.3755145632797,0.8345993712829683,1.4056317999932338e-257,0.062032278710880503,1.3819008175229255
bjt86,0.0,-0.35663191302576214,571.0,0.3512445735353731,2.8197758844409555,273.7185697423667,0.813089916384565,6.459524125271822e-234,0.06429298601416644,1.4322628763657343
bjt87,0.0,-0.3489917318297437,571.0,0.3302773414098219,2.7447615257485407,274.8048113090736,0.7850934633327387,2.3856975599274085e-207,0.06896045067072117,1.5362405692490526
bjt88,0.0,-0.3364725339828885,571.0,0.2887072657201115,2.673998371162403,275.84239649717836,0.760529206794634,3.9543835631145444e-187,0.07270339265654797,1.6196225551706454
bjt89,0.0,-0.32948060023933273,571.0,0.28137812280491226,2.614486442248382,277.13026083208376,0.748205464075791,6.989427611520891e-178,0.07383230864792613,1.6447715576548398
bjt90,0.0,-0.329145128852716,597.0,0.26199489344795446,2.551343053225149,279.3257586138046,0.7392678407798409,1.6608571016066403e-171,0.074013189527909,1.6488010636010522
bjt91,0.0,-0.33595800627349626,595.0,0.2563790671590739,2.520352154487687,280.0901352750962,0.7415776825060214,3.961864221803123e-173,0.07261102232949782,1.617564809862587
